咪咕体育,#genre#
 07/27 19:20_NBL_江西鲸裕清酒vs广西威壮_现场原声,http://one.loiey.top:55488/migu/956480935.m3u8?migutoken=1d4f7de1f37b2d322110ba06919ca9257d9d062086fa2699c4cd0e5efceb030cddb4c8ef6fed6cdc6675347cf4d1e579c9797d00567e56615c212164c2c608fc1e6a77a312860e2ca5e3c8a3
 07/27 19:20_NBL_长沙勇胜vs香港金牛_解说,http://one.loiey.top:55488/migu/956480957.m3u8?migutoken=4b40918aaf2684b76929df2e81c4565e8f506f9db53b93bc2a0888041c545df575273fcec5a3961fa34f6a5fa5234fe0f994150f4f5537fe96b7f89019c25a57142ab4c2c4dedda2575d91a1
 07/27 19:20_NBL_长沙勇胜vs香港金牛_现场原声,http://one.loiey.top:55488/migu/956480983.m3u8?migutoken=aced83d09d6e087f08d008b09db31a81173f28d58b5f2823ffe0fcb958f3570bd28faa1216b1fa643ad30eb0beda32bcdb6eb03e1f338a8c4a1f341589996b871f72d1fbda307fb3403624fd
 07/27 19:20_NBL_合肥狂风峻茂vs湖北文旅_解说,http://one.loiey.top:55488/migu/956481005.m3u8?migutoken=0fff9c103d5c03c5231a9570acfbd14876577760664f797cb0b6c245ca7b28b601ef12b153dd92899e8d19545358e914bb457a2599cc392ac489f24f192f1ea228982a25303ea9bb025be235
 07/27 19:20_NBL_合肥狂风峻茂vs湖北文旅_现场原声,http://one.loiey.top:55488/migu/956481066.m3u8?migutoken=07b17bfa1465c6b7556b52c65135370275e33e4ba93058a69cce59765a68c27acf59d2ebf4df1664d0e14fa2e96bd6ffdaa830609a8c525a6c5165576038f12be687813b3512e69f19daf1ae
 07/27 19:20_NBL_石家庄翔蓝vs盐南苏科雄狮_解说,http://one.loiey.top:55488/migu/956481081.m3u8?migutoken=383789b81bc69d15f36d54c2bc853dd193490ce19826d8d92c5a470af72bbee7ace786ceb81e6600810b6e93e33975d773818047cb75bed87f9e0f6f53a3fd7fc1d6e270838bb8d5201d0789
 07/27 19:20_NBL_石家庄翔蓝vs盐南苏科雄狮_现场原声,http://one.loiey.top:55488/migu/956481085.m3u8?migutoken=3f0979cb324ee91182b727ef4f9a80c410a35747f6e78426716eb6139c89d20f42f8dc369204b6c1c67ce55a7b40bcbb9a645301e98ae0850b1a5560310f947833ef5b2932a0407dc13716d2
 07/27 19:20_中国男篮系列热身赛_中国vs波黑_连睿 周鹏,http://one.loiey.top:55488/migu/956546593.m3u8?migutoken=90d41cfe40dc70c1a4cae067ba413775bf8db4e3b6ec34ca71f00560679967bbfea5081d523a91ddb4c1a27c19ca3ea52d230e176460b2fdf3bdf162b4b90028da00536efa6528fd0951f5a7
 07/27 19:20_中国男篮系列热身赛_中国vs波黑_现场原声,http://one.loiey.top:55488/migu/956504269.m3u8?migutoken=4364af7620200971266f4c4b27fee3efbf257824d7cd008b583d5a45eb55a1fb7d900d1e0014e922039926d5469d4ac57e2bef99bd31f6c6bd7da066f11643a4c4de5db9ef681926a329097f
 07/27 19:25_福建闽港澳台“同心杯”篮球邀请赛_澳门昊骏篮球队vs香港汉友篮球队_解说,http://one.loiey.top:55488/migu/956620461.m3u8?migutoken=db62e581c1a725209fc7fb88b88743f3be4e6f3516ad0558b178567a785d6c26dbbed1450673233773d7f78058f9c130e103e9c390d319393b7b7c4c8f79daad7f71e129535b45e3edb0152f
 07/27 19:00_中超联赛_上海申花 vs 河南_李欣 李壮飞 林梦鸽,http://one.loiey.top:55488/migu/956561807.m3u8?migutoken=6eaa8eee7f8064fe733a5f029c93571c57ac96eb4966d7e98997197b0bbbf3fadb4fc99e505978906812cae2497963662582258b1f6b1324f09d9f0f4bbfb9d16cb701e8dd9c4410865bc366
 07/27 19:20_中超联赛_上海申花 vs 河南_赛场原声,http://one.loiey.top:55488/migu/956561726.m3u8?migutoken=919423645800e338f4f38744145bb22d9cfee84c522ab3469a27d491bd788be16bb697eebd1814a43ba4fe42642f42169b15243b3e7516b48f806a6a3674062cceac2bce970feb457b7f8e2d
 07/27 19:20_中超联赛_浙江 vs 武汉三镇_鹿中原 王伟,http://one.loiey.top:55488/migu/956561708.m3u8?migutoken=b432fe0e36df4c34e0c5525d5481a292c7ec6fcb229f6c4c60d5e76265ba39fe39eefccbeeccfd0c9711806d7b1ea6d2f5ced1dba0ff8b4ffbdf32994eaa10c602a71d04fe36f6f05e8710a8
 07/27 19:20_中超联赛_浙江 vs 武汉三镇_赛场原声,http://one.loiey.top:55488/migu/956561686.m3u8?migutoken=4d1e53e68e56bc40bb8d66137a3e367c04f6ec09ed9e18e9ebb622e8708708f2ca18e27c0dcde1dcac1cff6ee9aa28b538da2e845b43e70cc6e67aacda490a909a4aa56f2be1130d0c4f8b6c
 07/27 19:20_中女超联赛_广东省女足VS北京东方雨虹女足_清流播出,http://one.loiey.top:55488/migu/956617717.m3u8?migutoken=946f58c1a91620cb874c78dcf514444a2f0d6d884beb71393f470dabdb638db93f5d6c891b47ff4780a289bc4f042b6aaf8ff03fa13fcd2987683e010bcc2742a04101af0c4032d740e5d546
 07/27 19:45_2025斗阵·泉BA篮球赛 池店赛区 DAY4_2025斗阵·泉BA篮球赛 池店赛区 DAY4_“宝盖商会杯”2025年斗阵·泉BA暨和美乡村篮球大赛: 2025斗阵·泉BA篮球赛 池店赛区 DAY4,http://one.loiey.top:55488/migu/956620934.m3u8?migutoken=9e43185b372c17334eaf87ab21b71d29bb5e5832f0f1c14458ddbc86d2a2fecec49493bd717370ea673b3877dfabd4a2a502779195c3146d74e50d7577836212e98ab1368a7ba4af105a266c
 07/27 19:45_2025斗阵·泉BA篮球赛 宝盖赛区 DAY4_2025斗阵·泉BA篮球赛 宝盖赛区 DAY4_“宝盖商会杯”2025年斗阵·泉BA暨和美乡村篮球大赛: 2025斗阵·泉BA篮球赛 宝盖赛区 DAY4,http://one.loiey.top:55488/migu/956620965.m3u8?migutoken=f9e7bae14e1fe1ff6f7e30cec7a9c3bb3336c8d05f9fc24cdd780bd2369783c64fbfac62c62dd5e75078381a43e0fee754477a1f7bd93e90758f22645f5d3c1318e7ba7b31a1f6bb9f149663
 07/27 19:30_中超联赛_山东泰山 vs 梅州客家_梁祥宇 李彦 邵凌霄,http://one.loiey.top:55488/migu/956561886.m3u8?migutoken=8f1e309568a16429e5eed0fa1e94645f34a66b3ae30fc23b5cf4ea79d69f873ce1a925afe6949e162783013af2967dfb0d625dbe7fa2315d0550631a781f37896502961de71a1826ee17aae7
 07/27 19:45_中超联赛_山东泰山 vs 梅州客家_赛场原声,http://one.loiey.top:55488/migu/956561817.m3u8?migutoken=fb413a845a0890014be450fae91f7d440f4bca8deec3528bfd0e6eb5991ab982369675c7477a54c8f122e21ffb5f5aa4e355424f89f717af41ab61ce3eb7e7b7123dda26766d0afde03b38b3
 07/28 01:00_男女单双打决赛_男女单双打决赛_1号桌,http://one.loiey.top:55488/migu/956348149.m3u8?migutoken=d7d4dd6ec4e4d293c9bd9ebe1184f6a688514899fedb16af476be7f7f6e585bcdbc827f7fb6d542a6aea3961e2380a61a96196d47356aa8d0ba2f67b6e6549b2f977ff8f733e3a53f59d8f3c
 07/28 01:00_男女单双打决赛_男女单双打决赛_英文解说,http://one.loiey.top:55488/migu/956348155.m3u8?migutoken=1b9a50a0ad5e5acf8b45b418251c0fa8357aa5c38632ff09ed86a47f408df7e52a0eba5626fee72fa94ce7316e1da66bb6b89e43804be2e8297d3c5cb4c88d825deb48ef5fba8dbe362347ec
 07/28 02:30_WTA华盛顿站决赛_WTA华盛顿站决赛_清流,http://one.loiey.top:55488/migu/956346211.m3u8?migutoken=ca75f77f72205e9f9557cd2f4c89202f8855c4bce49e04003f29d88c6c1a779fe0b94908bd79679e1cc59cfe2bdc3c9989421dfbcc5f060104d78ffad138e847f3a37f6c49431c74fa6a6694
 07/28 02:30_WTA华盛顿站决赛_WTA华盛顿站决赛_英文原声,http://one.loiey.top:55488/migu/956346223.m3u8?migutoken=dd74878c229d4abbf7477d3eacd431880d0254a251639bd1a2899f0bcee4cc2d90ba306056507b1664ccabae9d774343681c1209ccf8f1c6c6c1197763f89d85b0ea466287fb89306d209ab9
 07/28 02:30_WTA华盛顿站决赛_WTA华盛顿站决赛_单文强,http://one.loiey.top:55488/migu/956346236.m3u8?migutoken=0e227fccd9f49d6e6ed1ad27f71eb447745685169938fd39bd217ee3c70fd7b65395e3cc110dc2449dc18dbb4defa8b665adbc8dcf4e94c4a1c370cfaaed5a3cc2222d64af954ddfe984a3dc
