腾迅体育,#genre#
 2025-07-27 19:30:00_全国U21青年篮球锦标赛_全国U21青年篮球锦标赛 南京同曦 VS 上海久事,http://one.loiey.top:55488/txsport/100002:20255469/342949/1388017100.m3u8?txtoken=3979849caeeb1ebed8d8a1ffef1d3b4106dbeb5b9eec27d137978a2bce062f3445273cb197d7560bf2f3ff89cbb9014b799f0e52e65569668b71cb31ee27c9c91362beeca510e5b5d13a150a74034fe73243f924bdc8b7c51769a3e8412f4d0ebb61d237a92a9a245b0050b6ce0296d793263c73bfd5e35261e3757227
 2025-07-27 20:00:00_女篮非洲杯C组小组赛_乌干达 vs 几内亚,http://one.loiey.top:55488/txsport/160009:127707/341780/1772407400.m3u8?txtoken=410d2cf7c7ef558e3e0b991836b6741f8206aa8eb948b1070f1df1568eb48c6a3b343305b9d81dd3b033facd3f1dded10c49e6adbcfd21c11cfa1c311685557f2bbb2a30995bf509671ca6c797febec781a3cbc9fc53d3cac44fac51b306cba42a09d39ac3c8d12d98615bd43692f17321d01cb8d08ae69fd50e76339e
 2025-07-27 20:00:00_全国U21青年篮球锦标赛_全国U21青年篮球锦标赛 广东宏远 VS 苏科雄狮,http://one.loiey.top:55488/txsport/100002:20255455/342926/1388015100.m3u8?txtoken=5ec665e4e1d2b1a96c1fd0ccff50b33e4a98f753609ac5e2a7a7406cce6c4bad1e6ba24de5601f779d557cfb5d1d6697ec29f628c3777cab9c9026eb23093f0e8a9535e1f8ddd78d6eed837e61a9457c429059987a3605f7265abb35d95199f5924775df3c2aeb99ae80c9e8fdf9f71240ba67d1445172c5ca0e491b4e
 2025-07-27 20:00:00_NBA经典赛_NBA历史精彩回顾：詹姆斯季后赛双20+战灰熊,http://one.loiey.top:55488/txsport/100002:20255482/343000/1388027000.m3u8?txtoken=9519a03487219f74b454de0637330a323980375f1698077ca16359f514288cc39ba575f55ab90adb4026d93eca97ab9430181ea9bc7e46cbf7996320aef2d40a2fcf7cb4fe70e38072ea1ff4b38deaa29846ade01ebb82bf26af864facf74c3c829400d1a0dba715ce29f9d4bbec5607d4ad09aec6f0762473b633f7f8
 2025-07-27 21:00:00_F1比利时站_F1比利时大奖赛正赛_金昊楠 刘耀 邱超,http://one.loiey.top:55488/txsport/100360:2100092/341723/1772395100.m3u8?txtoken=b3e10f69964ca90f9340c38d47c66fd90a5d970575baf8e56ee41126858803a22706a97ab32ee09193c0f05b7b2a18ff903ead3d8cbcf236f6d23df9744af8f8d45250d0e177501b1cc05a1dbfb53d6a5c69bec8aa7fb224cae9425fa1718b0e950fffdf91937fa8af2660d93dc1ed7e906b2985dd27675b5403ac7876
 2025-07-27 21:00:00_F1比利时站_F1比利时大奖赛正赛_车载镜头,http://one.loiey.top:55488/txsport/100360:2100092/341723/1387709900.m3u8?txtoken=9c791e6fd126c7e2c05afc7cb266a427f51079d8a5a0034506195706e470f8b317a1f5e49293fc96a2ecfdf35df3681a4a45af4ebf60721906434919e3173b353ba82355f393b9c4723dc15576c31367c72c54be5476fdfaf2df11eb5d011ccf5d96a6d07fe2461c2bbe5d4c87e25023579320bd0e3617221aaa999048
 2025-07-27 21:00:00_F1比利时站_F1比利时大奖赛正赛_圈速信息,http://one.loiey.top:55488/txsport/100360:2100092/341723/1772395200.m3u8?txtoken=f7d1d39c7506c975bf02bdfbc0404444bf0cdd06df63f8fdf37bd8449eb7dc48a35a483e0110b978678e2452035ab13574c58939ed8b47d835d05fa657b46c3988f5ae54eef973b31c5826ae6c89a7ad33cafefe17f0d1c911d57d8a771813ca877b7f4cdfa2e64766e14e8adca6c8b453fbccb0dab295df6caa67029e
 2025-07-27 21:00:00_F1比利时站_F1比利时大奖赛正赛_车手位置,http://one.loiey.top:55488/txsport/100360:2100092/341723/1772395300.m3u8?txtoken=f3a2ab926afeec1369c5d2bce247f37d148bd635565e156afce1ddaf826b6327e6641f75ddb07271063bca05bc1bc08f4e23e8919e97618c44314751ff18e1d806145306e131d427bc7a0f95b75f9cde8f03b725b8144937ea62b151eec94f534b5477697817a5b14832d093119aa0f6cc50fd8a57a3098b2083a550a7
 2025-07-27 21:00:00_F1比利时站_F1比利时大奖赛正赛_维修区,http://one.loiey.top:55488/txsport/100360:2100092/341723/1772395400.m3u8?txtoken=c2edb098a207c36b46d498cb0d8b515783fbe600a5c6feb206cab74dea9a179fd339fb97602d999ecb10d5710faf28a06816e79ddc3c2a59763416c9d66605904f7afe0136ce15c31665a2baf7af2ef3a8c6d1197c47b337ef1bb811779ad677805de0bb4c5ea9925d3f91034ef9a9dd17b2490ad495e03e5914a60cca
 2025-07-27 23:00:00_女篮非洲杯A组小组赛_安哥拉 vs 埃及,http://one.loiey.top:55488/txsport/160009:127701/341781/1772407500.m3u8?txtoken=c7dcd7549aa4914bf29b2994a4dcf8cf150d916d704b54f1c67b1f7ce88b0b6809e06acc31fa0b5d076522f22a2098ab7e35a3cab513beafd64331287ddb5ae1fa5f6bc1b1c552882c987b0913d74e8209902a01f5dec6273e8de31dc434e95061dbd6cd073793d53a97745d8eb2357eabce47f4b54934021af3ba8fc9
 2025-07-28 00:00:00_赛车_FE电动方程式世界锦标赛伦敦站第二回合正赛,http://one.loiey.top:55488/txsport/100002:20255198/341730/1772396500.m3u8?txtoken=e811b50e7ef17202b68d7bd6a65f2d33367127c9ac79fc4c1037f2b517ec9f60a3654e3089d61ab99070b42267ea97ec4687cf31e6a94746260d7e959a0856ce2b33f87dcd0d59b04293f94f5a69a90e40d6ce4fe93516f86b2fd1a385275e695e4da38e8659f561f4af9d16ec0aa845ba24536af781ccc72eaac9e059
 2025-07-28 02:00:00_女篮非洲杯D组小组赛_莫桑比克 vs 卢旺达,http://one.loiey.top:55488/txsport/160009:127710/341782/1387724700.m3u8?txtoken=f0a405b1f7121360c57450eff0dda0000d084a74d074c8e943e33374f8a45f92f73fb575f350c47191e0c35e6a7c6c0a87e4c04393ee3eeb6d24a67ab01a48cffd7494edf5e3b208935b2dabfcd78fbb643be016e43b402a66ef9468d20ab4224a344610f36d8c5bb037b77c3b6ce5b6f3756ef19e24ae95ad2845bcbe
 2025-07-28 03:00:00_WNBA常规赛_芝加哥天空 vs 印第安纳狂热,http://one.loiey.top:55488/txsport/100020:11022500158/343178/1773397500.m3u8?txtoken=14c65197c0ef850293d9d1baadd850d01bcc0acb4a0d4cde436f20b06cccfbcda2fcffc11840b90f4e68b3d3a61bcea8f4ff8eba7ec8c3a83c53b9d479c0feebf3d8f78bb10942c04dc7d090dd85c654d20e0e93afdd77bb312f24a37ce6504084ba93bdf63ac9f481b9123a6787f0ac92c09e535ae777dd59bf2151e9
 2025-07-28 04:00:00_WNBA常规赛_达拉斯飞翼 vs 拉斯维加斯王牌,http://one.loiey.top:55488/txsport/100020:11022500162/343180/1388711400.m3u8?txtoken=b57914481c5f506fa0923ae862873904e2e7f9b7916f68f1abedf6a0cd056757edaf60942d835b813e2e50e68fe23d9e2883f4493dcca0256f237893d7e28eb9f50ef08b6f4135f5f6b68f8b773040e2f747ae25fb8bae3ac7f997c8aa817bff67e76ffeb9215cb23d169a3885d6e1ce5c07e70db5bdbdfba8055ad4d1
 2025-07-28 04:00:00_WNBA常规赛_达拉斯飞翼 vs 拉斯维加斯王牌_英文原声 ,http://one.loiey.top:55488/txsport/100020:11022500162/343180/1388711500.m3u8?txtoken=3cf65589ffed9a9d6b6e6e241114d95c800eabe692997a3e0fceb29ba1de36f72681e8016227e4f873b6672e58121c0cd3280ba49683b09457a2f71a4d31fa7f730770f0cec800d3023bee31d9520cf0bfbc03e2d76ddddff76c365a5c940804dadb76fc780d9a42760dbcfe487bfcefd8cd35ecf940bb143647355bc4
 2025-07-28 05:00:00_女篮非洲杯B组小组赛_喀麦隆 vs 南苏丹共和国,http://one.loiey.top:55488/txsport/160009:127704/341783/1387724800.m3u8?txtoken=62136b9af69cf6390815dd033994a50029456af2e8ddf41bd5d86af6c19df07e57959c10e62377ab084ad2658da1da924cc3082071eaf4f53535212663c36c2270baaa0c26a8746227044707b6e788a9f6c52a0a680ce6573941c5d8e4e3f863997032629e916c41b54b1ea6dd2da211989f96e3d08eef2569417fb444
